playdate,number,day,vteam,vleague,v_number,hteam,hleague,h_number,vscore,hscore,len_game,daynight,cinfo,finfo,pinfo,park_id,attendance,len_min,v_line_score,h_line_score,v_at_bats,v_hits,v_doubles,v_triples,v_hruns,v_rbi,v_sh,v_sf,v_hit_pitch,v_walks,v_in_walks,v_strkouts,v_stlbase,v_cau_stl,v_grd_dbl,v_af_ci,v_lft_base,v_ptc_used,v_in_er_rn,v_er_rns,v_wld_ptc,v_balks,v_putouts,v_assists,v_errors,v_pballs,v_dplays,v_tplays,h_bats,h_hits,h_doubles,h_triples,h_hruns,h_rbi,h_sac_hts,h_sac_fly,h_hit_pch,h_walks,h_in_walks,h_strkout,h_stl_bs,h_cug_stl,h_dbl_play,h_af_ci,h_lft_base,h_pch_used,h_in_runs,h_er_runs,h_wld_pitch,h_balks,h_putouts,h_assists,h_errors,h_pballs,h_dplays,h_tplays,hp_ump_id,hp_name,1b_ump_id,1b_ump_name,2b_ump_id,2b_ump_name,3b_ump_id,3b_ump_name,lf_ump_id,lf_ump_name,rf_ump_id,rf_ump_name,v_mid,v_mname,h_mid,h_mname,w_pch_id,w_pch_name,l_pch_id,l_pch_name,s_pch_id,s_pch_name,g_rbi_bt_id,g_rbi_bt_name,v_st_pch_id,v_st_pch_name,h_st_pch_id,h_st_pch_name,v_st_pl1_id,v_st_pl1_name,v_pl1_def_pos,v_st_pl2_id,v_st_pl2_name,v_pl2_def_pos,v_st_pl3_id,v_st_pl3_name,v_pl3_def_pos,v_st_pl4_id,v_st_pl4_name,v_pl4_def_pos,v_st_pl5_id,v_st_pl5_name,v_pl5_def_pos,v_st_pl6_id,v_st_pl6_name,v_pl6_def_pos,v_st_pl7_id,v_st_pl7_name,v_pl7_def_pos,v_st_pl8_id,v_st_pl8_name,v_pl8_def_pos,v_st_pl9_id,v_st_pl9_name,v_pl9_def_pos,h_st_pl1_id,h_st_pl1_name,h_pl1_def_pos,h_st_pl2_id,h_st_pl2_name,h_pl2_def_pos,h_st_pl3_id,h_st_pl3_name,h_pl3_def_pos,h_st_pl4_id,h_st_pl4_name,h_pl4_def_pos,h_st_pl5_id,h_st_pl5_name,h_pl5_def_pos,h_st_pl6_id,h_st_pl6_name,h_pl6_def_pos,h_st_pl7_id,h_st_pl7_name,h_pl7_def_pos,h_st_pl8_id,h_st_pl8_name,h_pl8_def_pos,h_st_pl9_id,h_st_pl9_name,h_pl9_def_pos,HTBF,ACQ
19010830,0,Fri,BRO,NL,110,BSN,NL,110,4,3,54,D,,,,BOS05,2000,117,100003000,100002000,36,11,2,0,0,4,0,-1,0,3,-1,5,0,-1,-1,0,8,1,3,0,0,0,27,17,1,0,2,0,30,8,1,0,0,3,3,-1,0,6,-1,2,2,-1,-1,0,9,1,4,0,0,0,27,14,1,0,1,0,nashb101,Billy Nash,,(none),,(none),,(none),,(none),,(none),hanln101,Ned Hanlon,selef801,Frank Selee,donob101,Bill Donovan,dinnb101,Bill Dinneen,,(none),,(none),donob101,Bill Donovan,dinnb101,Bill Dinneen,keelw101,Willie Keeler,9,shecj101,Jimmy Sheckard,7,dolac101,Cozy Dolan,8,kellj106,Joe Kelley,3,dalyt101,Tom Daly,4,dahlb102,Bill Dahlen,6,irwic101,Charlie Irwin,5,farrd102,Duke Farrell,2,donob101,Bill Donovan,1,slagj102,Jimmy Slagle,9,tennf102,Fred Tenney,3,demog101,Gene DeMontreville,4,coold101,Duff Cooley,7,hamib101,Billy Hamilton,8,loweb101,Bobby Lowe,5,longh101,Herman Long,6,kittm101,Malachi Kittridge,2,dinnb101,Bill Dinneen,1,,D
19010830,0,Fri,PHI,NL,109,NY1,NL,105,8,0,54,D,,,,NYC10,2000,108,10020203,0,38,15,3,0,0,6,3,-1,0,6,-1,5,3,-1,-1,0,12,1,0,0,0,0,27,9,3,0,0,0,33,6,1,0,0,0,0,-1,0,0,-1,-1,0,-1,-1,0,6,1,4,0,1,0,27,12,4,0,0,0,dwyef101,Frank Dwyer,,(none),,(none),,(none),,(none),,(none),shetb801,Bill Shettsline,davig102,George Davis,duggb101,Bill Duggleby,mathc102,Christy Mathewson,,(none),,(none),duggb101,Bill Duggleby,mathc102,Christy Mathewson,thomr101,Roy Thomas,8,barrs101,Shad Barry,4,flice101,Elmer Flick,9,delae101,Ed Delahanty,7,mcfae101,Ed McFarland,2,jennh101,Hughie Jennings,3,hallb101,Bill Hallman,5,crosm101,Monte Cross,6,duggb101,Bill Duggleby,1,selbk101,Kip Selbach,7,stras102,Sammy Strang,5,vanhg101,George Van Haltren,8,davig102,George Davis,6,mcbra101,Algie McBride,9,murpf101,Frank Murphy,4,ganzj101,John Ganzel,3,warnj103,Jack Warner,2,mathc102,Christy Mathewson,1,,D
19010830,0,Fri,CIN,NL,105,SLN,NL,111,7,5,54,D,,,,STL05,2000,120,101100022,1022,37,12,3,0,0,5,1,-1,0,3,-1,4,2,-1,-1,0,8,1,5,0,0,0,27,13,1,0,0,0,33,8,3,0,0,5,1,-1,0,4,-1,-1,1,-1,-1,0,6,1,5,0,0,0,26,13,1,0,0,0,browt102,Tom Brown,,(none),,(none),,(none),,(none),,(none),mcphb101,Bid McPhee,donop101,Patsy Donovan,hahnn101,Noodles Hahn,powej105,Jack Powell,,(none),,(none),hahnn101,Noodles Hahn,powej105,Jack Powell,dobbj101,John Dobbs,8,harld101,Dick Harley,7,beckj103,Jake Beckley,3,craws101,Sam Crawford,9,magog101,George Magoon,6,steih101,Harry Steinfeldt,5,peith101,Heinie Peitz,4,bergb102,Bill Bergen,2,hahnn101,Noodles Hahn,1,burkj101,Jesse Burkett,7,heide101,Emmet Heidrick,8,donop101,Patsy Donovan,9,wallb101,Bobby Wallace,6,krueo101,Otto Krueger,5,mcgad102,Dan McGann,3,paddd102,Dick Padden,4,ryanj103,Jack Ryan,2,powej105,Jack Powell,1,,D
19010831,1,Sat,BLA,AL,105,CHA,AL,109,2,12,51,D,,,,CHI09,0,120,2000000,04000242x,34,7,0,0,0,2,1,-1,0,0,-1,5,2,-1,-1,0,6,2,7,0,0,0,24,11,5,1,0,0,38,15,3,1,0,10,2,-1,3,4,-1,4,8,-1,-1,0,11,1,0,0,0,0,27,12,2,0,0,0,sherj901,Jack Sheridan,,(none),,(none),,(none),,(none),,(none),mcgrj101,John McGraw,grifc101,Clark Griffith,pattr101,Roy Patterson,nopsj101,Jerry Nops,,(none),,(none),nopsj101,Jerry Nops,pattr101,Roy Patterson,donlm101,Mike Donlin,3,seymc101,Cy Seymour,9,willj106,Jimmy Williams,4,keisb101,Bill Keister,6,brods101,Steve Brodie,8,dunnj102,Jack Dunn,5,jackj103,Jim Jackson,7,bresr102,Roger Bresnahan,2,nopsj101,Jerry Nops,1,hoy-d101,Dummy Hoy,8,jonef102,Fielder Jones,9,merts101,Sam Mertes,4,hartf101,Fred Hartman,5,mcfah102,Herm McFarland,7,isbef101,Frank Isbell,3,burkj104,Jimmy Burke,6,sullb102,Billy Sullivan,2,pattr101,Roy Patterson,1,,D
19010831,2,Sat,BLA,AL,106,CHA,AL,110,2,5,51,D,,,,CHI09,8600,90,200000,20000300x,31,6,2,0,0,1,0,-1,0,1,-1,4,0,-1,-1,0,3,1,5,0,0,0,24,13,1,0,1,0,27,6,1,0,0,5,1,-1,0,4,-1,5,1,-1,-1,0,3,1,0,0,0,0,27,13,2,1,3,0,sherj901,Jack Sheridan,,(none),,(none),,(none),,(none),,(none),mcgrj101,John McGraw,grifc101,Clark Griffith,piatw101,Wiley Piatt,howeh101,Harry Howell,,(none),,(none),howeh101,Harry Howell,piatw101,Wiley Piatt,donlm101,Mike Donlin,3,seymc101,Cy Seymour,9,willj106,Jimmy Williams,4,keisb101,Bill Keister,6,brods101,Steve Brodie,8,dunnj102,Jack Dunn,5,jackj103,Jim Jackson,7,robiw101,Wilbert Robinson,2,howeh101,Harry Howell,1,hoy-d101,Dummy Hoy,8,jonef102,Fielder Jones,9,merts101,Sam Mertes,4,hartf101,Fred Hartman,5,mcfah102,Herm McFarland,7,isbef101,Frank Isbell,3,burkj104,Jimmy Burke,6,sullb102,Billy Sullivan,2,piatw101,Wiley Piatt,1,,D
19010831,1,Sat,WS1,AL,108,CLE,AL,108,4,16,51,D,,,,CLE05,0,127,11200000,31001092x,33,9,1,0,0,4,0,-1,2,6,-1,3,0,-1,-1,0,10,1,10,0,0,0,24,14,2,0,0,0,45,19,3,2,0,15,0,-1,0,4,-1,3,4,-1,-1,0,9,1,4,0,0,0,27,15,0,0,1,0,connt901,Tommy Connolly,,(none),,(none),,(none),,(none),,(none),mannj102,Jim Manning,mcalj102,Jimmy McAleer,moore103,Earl Moore,mercw101,Win Mercer,,(none),,(none),mercw101,Win Mercer,moore103,Earl Moore,waldi101,Irv Waldron,8,farrj103,John Farrell,4,dungs101,Sam Dungan,9,clarb103,Boileryard Clarke,2,gradm101,Mike Grady,3,fostp101,Pop Foster,7,cougb101,Bill Coughlin,5,clinb101,Billy Clingman,6,mercw101,Win Mercer,1,picko101,Ollie Pickering,8,obrij103,Jack O'Brien,7,becke101,Erve Beck,4,lachc101,Candy LaChance,3,bradb102,Bill Bradley,5,harve101,Zaza Harvey,9,schef101,Frank Scheibeck,6,connj104,Joe Connor,2,moore103,Earl Moore,1,,D
19010831,2,Sat,WS1,AL,109,CLE,AL,109,7,0,30,D,,,,CLE05,1800,53,50101,0,20,5,0,0,0,4,1,-1,1,3,-1,0,0,-1,-1,0,3,1,0,0,0,0,15,10,0,0,0,0,19,3,0,0,0,0,0,-1,0,0,-1,2,0,-1,-1,0,4,2,1,0,0,0,15,9,2,0,0,0,connt901,Tommy Connolly,,(none),,(none),,(none),,(none),,(none),mannj102,Jim Manning,mcalj102,Jimmy McAleer,pattc101,Casey Patten,dowlp101,Pete Dowling,,(none),,(none),pattc101,Casey Patten,dowlp101,Pete Dowling,waldi101,Irv Waldron,8,farrj103,John Farrell,4,dungs101,Sam Dungan,9,clarb103,Boileryard Clarke,2,gradm101,Mike Grady,3,fostp101,Pop Foster,7,cougb101,Bill Coughlin,5,clinb101,Billy Clingman,6,pattc101,Casey Patten,1,picko101,Ollie Pickering,8,obrij103,Jack O'Brien,7,becke101,Erve Beck,4,lachc101,Candy LaChance,3,bradb102,Bill Bradley,5,harve101,Zaza Harvey,9,schef101,Frank Scheibeck,6,connj104,Joe Connor,2,dowlp101,Pete Dowling,1,,D
19010831,1,Sat,BOS,AL,109,DET,AL,109,5,6,51,D,,,,DET02,0,107,400001,00101004x,35,6,1,1,0,3,0,-1,0,1,-1,2,0,-1,-1,0,4,1,4,0,0,0,24,15,3,0,1,0,27,6,0,0,1,4,2,-1,2,9,-1,2,3,-1,-1,0,10,1,2,0,0,0,27,13,4,0,1,0,cantj801,Joe Cantillon,,(none),,(none),,(none),,(none),,(none),collj103,Jimmy Collins,stalg101,George Stallings,millr112,Roscoe Miller,mitcf101,Fred Mitchell,,(none),,(none),mitcf101,Fred Mitchell,millr112,Roscoe Miller,dowdt101,Tommy Dowd,7,stahc101,Chick Stahl,8,collj103,Jimmy Collins,5,freeb102,Buck Freeman,3,hempc101,Charlie Hemphill,9,paref101,Freddy Parent,6,ferrh101,Hobe Ferris,4,crigl101,Lou Criger,2,mitcf101,Fred Mitchell,1,barrj103,Jimmy Barrett,8,holmd101,Ducky Holmes,9,cased101,Doc Casey,5,gleak101,Kid Gleason,4,elbek101,Kid Elberfeld,6,nancd101,Kid Nance,7,dillp103,Pop Dillon,3,mcals101,Sport McAllister,2,millr112,Roscoe Miller,1,,D
19010831,2,Sat,BOS,AL,110,DET,AL,110,4,4,54,D,,,,DET02,4157,105,102100000,10012,33,8,0,1,0,3,1,-1,0,1,-1,1,0,-1,-1,0,4,1,4,0,0,0,27,15,0,0,0,0,32,7,3,0,0,4,2,-1,0,4,-1,4,0,-1,-1,0,7,1,1,0,0,0,27,11,3,0,2,0,cantj801,Joe Cantillon,,(none),,(none),,(none),,(none),,(none),collj103,Jimmy Collins,stalg101,George Stallings,,,,,,(none),,(none),lewit101,Ted Lewis,yeagj101,Joe Yeager,dowdt101,Tommy Dowd,7,stahc101,Chick Stahl,8,collj103,Jimmy Collins,5,freeb102,Buck Freeman,3,hempc101,Charlie Hemphill,9,paref101,Freddy Parent,6,ferrh101,Hobe Ferris,4,schro101,Osee Schrecongost,2,lewit101,Ted Lewis,1,barrj103,Jimmy Barrett,8,holmd101,Ducky Holmes,9,cased101,Doc Casey,5,gleak101,Kid Gleason,4,elbek101,Kid Elberfeld,6,nancd101,Kid Nance,7,dillp103,Pop Dillon,3,shawa101,Al Shaw,2,yeagj101,Joe Yeager,1,,D
19010831,0,Sat,PHA,AL,109,MLA,AL,111,1,6,51,D,,,,MIL04,1200,105,10000000,30011100x,30,2,1,0,0,0,0,-1,0,1,-1,-1,0,-1,-1,0,3,1,3,0,0,0,24,11,3,0,2,0,33,11,2,1,0,3,1,-1,1,2,-1,-1,4,-1,-1,0,7,1,0,0,0,0,27,16,5,0,1,0,terra101,Adonis Terry,,(none),,(none),,(none),,(none),,(none),mackc101,Connie Mack,duffh101,Hugh Duffy,spart101,Tully Sparks,frasc101,Chick Fraser,,(none),,(none),frasc101,Chick Fraser,spart101,Tully Sparks,fultd101,Dave Fultz,4,davih101,Harry Davis,3,seybs101,Socks Seybold,8,mcinm101,Matty McIntyre,7,ely-b101,Bones Ely,6,steef101,Farmer Steelman,2,dolaj101,Joe Dolan,5,lindb101,Bob Lindemann,9,frasc101,Chick Fraser,1,hogrg101,George Hogreiver,7,conrw101,Wid Conroy,6,andej101,John Anderson,3,gilbb103,Billy Gilbert,4,hallb102,Bill Hallman,9,frieb103,Bill Friel,5,bruye101,Ed Bruyette,8,donaj103,Jiggs Donahue,2,spart101,Tully Sparks,1,,D
19010831,0,Sat,BRO,NL,111,BSN,NL,111,0,2,51,D,,,,BOS05,6500,90,0,00002000x,32,6,3,0,0,0,0,-1,0,5,-1,0,0,-1,-1,0,10,1,0,0,0,0,24,14,1,0,1,0,27,6,0,0,0,2,0,-1,0,1,-1,1,2,-1,-1,0,2,1,0,0,0,0,27,11,0,0,1,0,nashb101,Billy Nash,,(none),,(none),,(none),,(none),,(none),hanln101,Ned Hanlon,selef801,Frank Selee,pittt101,Togie Pittinger,kitsf101,Frank Kitson,,(none),,(none),kitsf101,Frank Kitson,pittt101,Togie Pittinger,keelw101,Willie Keeler,9,shecj101,Jimmy Sheckard,7,dolac101,Cozy Dolan,8,kellj106,Joe Kelley,3,dalyt101,Tom Daly,4,dahlb102,Bill Dahlen,6,irwic101,Charlie Irwin,5,farrd102,Duke Farrell,2,kitsf101,Frank Kitson,1,slagj102,Jimmy Slagle,9,tennf102,Fred Tenney,3,demog101,Gene DeMontreville,4,coold101,Duff Cooley,7,hamib101,Billy Hamilton,8,loweb101,Bobby Lowe,5,longh101,Herman Long,6,kittm101,Malachi Kittridge,2,pittt101,Togie Pittinger,1,,D
19010831,0,Sat,PHI,NL,110,NY1,NL,106,4,2,54,D,,,,NYC10,3300,110,301000000,10001000,38,12,1,0,0,4,1,-1,0,1,-1,-1,3,-1,-1,0,9,1,2,0,0,0,27,8,1,0,0,0,36,9,1,0,0,2,0,-1,0,2,-1,-1,0,-1,-1,0,9,1,4,0,0,0,27,11,2,0,2,0,dwyef101,Frank Dwyer,,(none),,(none),,(none),,(none),,(none),shetb801,Bill Shettsline,davig102,George Davis,donar101,Red Donahue,hickc101,Charlie Hickman,,(none),,(none),donar101,Red Donahue,hickc101,Charlie Hickman,thomr101,Roy Thomas,8,barrs101,Shad Barry,5,flice101,Elmer Flick,9,delae101,Ed Delahanty,7,mcfae101,Ed McFarland,2,jennh101,Hughie Jennings,3,hallb101,Bill Hallman,4,crosm101,Monte Cross,6,donar101,Red Donahue,1,selbk101,Kip Selbach,7,stras102,Sammy Strang,5,vanhg101,George Van Haltren,8,davig102,George Davis,6,mcbra101,Algie McBride,9,murpf101,Frank Murphy,4,ganzj101,John Ganzel,3,warnj103,Jack Warner,2,hickc101,Charlie Hickman,1,,D
19010831,1,Sat,CHN,NL,113,PIT,NL,103,5,1,54,D,,,,PIT05,0,100,12101,10000000,33,8,3,0,0,5,1,-1,1,1,-1,4,0,-1,-1,0,4,1,1,0,0,0,27,13,1,0,0,0,33,7,0,0,0,1,2,-1,0,3,-1,3,1,-1,-1,0,10,1,5,0,0,0,27,11,1,0,0,0,odayh101,Hank O'Day,,(none),,(none),,(none),,(none),,(none),loftt101,Tom Loftus,clarf101,Fred Clarke,hught103,Tom Hughes,phild101,Deacon Phillippe,,(none),,(none),hught103,Tom Hughes,phild101,Deacon Phillippe,hartt102,Topsy Hartsel,7,greed103,Danny Green,8,dextc101,Charlie Dexter,5,doylj103,Jack Doyle,3,raymf101,Fred Raymer,6,chilp102,Pete Childs,4,menej101,Jock Menefee,9,kahom101,Mike Kahoe,2,hught103,Tom Hughes,1,clarf101,Fred Clarke,7,beaug101,Ginger Beaumont,8,davil101,Lefty Davis,9,wagnh101,Honus Wagner,6,brank101,Kitty Bransfield,3,ritcc101,Claude Ritchey,4,leact101,Tommy Leach,5,oconj104,Jack O'Connor,2,phild101,Deacon Phillippe,1,"umpchange,6,umphome,yeagg101,6,ump1b,taylj101",D
19010831,2,Sat,CHN,NL,114,PIT,NL,104,2,5,51,D,,,,PIT05,8200,105,11000,20200100x,32,8,1,0,0,2,0,-1,0,2,-1,4,0,-1,-1,0,5,1,5,0,0,0,24,10,0,0,1,0,33,11,2,2,0,5,1,-1,0,1,-1,1,1,-1,-1,0,6,1,2,0,0,0,27,11,0,0,1,0,oconj104,Jack O'Connor,klinj101,Johnny Kling,,(none),,(none),,(none),,(none),loftt101,Tom Loftus,clarf101,Fred Clarke,tannj101,Jesse Tannehill,taylj101,Jack Taylor,,(none),,(none),taylj101,Jack Taylor,tannj101,Jesse Tannehill,hartt102,Topsy Hartsel,7,greed103,Danny Green,8,dextc101,Charlie Dexter,5,doylj103,Jack Doyle,3,raymf101,Fred Raymer,6,chilp102,Pete Childs,4,menej101,Jock Menefee,9,kahom101,Mike Kahoe,2,taylj101,Jack Taylor,1,clarf101,Fred Clarke,7,beaug101,Ginger Beaumont,8,davil101,Lefty Davis,9,wagnh101,Honus Wagner,6,brank101,Kitty Bransfield,3,ritcc101,Claude Ritchey,4,leact101,Tommy Leach,5,yeagg101,George Yeager,2,tannj101,Jesse Tannehill,1,,D
19010831,0,Sat,CIN,NL,106,SLN,NL,112,4,15,51,D,,,,STL05,4000,120,10111,53221020x,33,9,1,1,1,2,0,-1,0,2,-1,1,0,-1,-1,0,4,2,9,0,0,0,24,12,5,1,0,0,41,15,1,1,0,12,0,-1,0,7,-1,2,8,-1,-1,0,9,1,2,0,0,0,27,15,2,0,2,1,browt102,Tom Brown,,(none),,(none),,(none),,(none),,(none),mcphb101,Bid McPhee,donop101,Patsy Donovan,murpe103,Ed Murphy,philb101,Bill Phillips,,(none),,(none),philb101,Bill Phillips,murpe103,Ed Murphy,dobbj101,John Dobbs,8,harld101,Dick Harley,7,beckj103,Jake Beckley,3,craws101,Sam Crawford,9,magog101,George Magoon,6,steih101,Harry Steinfeldt,5,peith101,Heinie Peitz,4,bergb102,Bill Bergen,2,philb101,Bill Phillips,1,burkj101,Jesse Burkett,7,heide101,Emmet Heidrick,8,donop101,Patsy Donovan,9,wallb101,Bobby Wallace,6,krueo101,Otto Krueger,5,schrp101,Pop Schriver,3,paddd102,Dick Padden,4,nicha101,Art Nichols,2,murpe103,Ed Murphy,1,,D
19010901,0,Sun,BLA,AL,107,CHA,AL,111,3,6,51,D,,,,CHI09,14000,120,1011,20000040x,29,4,1,1,0,3,1,-1,0,5,-1,3,1,-1,-1,0,5,2,4,0,1,0,24,12,5,0,0,0,30,5,1,1,0,4,2,-1,0,3,-1,5,2,-1,-1,0,5,1,3,0,0,0,27,14,1,0,1,0,sherj901,Jack Sheridan,,(none),,(none),,(none),,(none),,(none),mcgrj101,John McGraw,grifc101,Clark Griffith,calln101,Nixey Callahan,nopsj101,Jerry Nops,,(none),,(none),nopsj101,Jerry Nops,calln101,Nixey Callahan,donlm101,Mike Donlin,3,seymc101,Cy Seymour,9,willj106,Jimmy Williams,4,keisb101,Bill Keister,6,brods101,Steve Brodie,8,dunnj102,Jack Dunn,5,jackj103,Jim Jackson,7,bresr102,Roger Bresnahan,2,nopsj101,Jerry Nops,1,hoy-d101,Dummy Hoy,8,jonef102,Fielder Jones,9,merts101,Sam Mertes,4,hartf101,Fred Hartman,5,mcfah102,Herm McFarland,7,isbef101,Frank Isbell,3,burkj104,Jimmy Burke,6,sullb102,Billy Sullivan,2,calln101,Nixey Callahan,1,,D
19010901,0,Sun,WS1,AL,110,DET,AL,111,9,4,54,D,,,,DET03,4000,105,22113,13,43,14,2,0,3,7,0,-1,0,2,-1,0,0,-1,-1,0,9,1,3,0,0,0,27,20,1,0,1,0,36,11,1,0,0,4,0,-1,0,2,-1,0,0,-1,-1,0,7,1,6,0,0,0,27,11,3,0,0,0,cantj801,Joe Cantillon,,(none),,(none),,(none),,(none),,(none),mannj102,Jim Manning,stalg101,George Stallings,carrb102,Bill Carrick,sieve101,Ed Siever,,(none),,(none),carrb102,Bill Carrick,sieve101,Ed Siever,waldi101,Irv Waldron,8,farrj103,John Farrell,4,dungs101,Sam Dungan,9,clarb103,Boileryard Clarke,2,gradm101,Mike Grady,3,fostp101,Pop Foster,7,cougb101,Bill Coughlin,5,clinb101,Billy Clingman,6,carrb102,Bill Carrick,1,barrj103,Jimmy Barrett,8,holmd101,Ducky Holmes,9,mcals101,Sport McAllister,5,gleak101,Kid Gleason,4,elbek101,Kid Elberfeld,6,nancd101,Kid Nance,7,dillp103,Pop Dillon,3,shawa101,Al Shaw,2,sieve101,Ed Siever,1,,D
19010901,0,Sun,PHA,AL,110,MLA,AL,112,1,2,51,D,,,,MIL04,3500,100,10000,00110000x,32,7,0,0,0,1,0,-1,0,2,-1,-1,0,-1,-1,0,6,1,1,0,0,0,24,16,4,0,1,0,28,7,1,0,0,1,2,-1,1,2,-1,-1,2,-1,-1,0,7,1,1,0,0,0,27,16,2,0,1,0,hartb106,Bill Hart,,(none),,(none),,(none),,(none),,(none),mackc101,Connie Mack,duffh101,Hugh Duffy,hustb101,Bert Husting,plane101,Eddie Plank,,(none),,(none),plane101,Eddie Plank,hustb101,Bert Husting,mcinm101,Matty McIntyre,7,davih101,Harry Davis,3,lajon101,Nap Lajoie,4,seybs101,Socks Seybold,8,ely-b101,Bones Ely,6,powem102,Doc Powers,2,steef101,Farmer Steelman,9,dolaj101,Joe Dolan,5,plane101,Eddie Plank,1,hogrg101,George Hogreiver,7,conrw101,Wid Conroy,6,andej101,John Anderson,3,gilbb103,Billy Gilbert,4,hallb102,Bill Hallman,9,frieb103,Bill Friel,5,bruye101,Ed Bruyette,8,malob101,Billy Maloney,2,hustb101,Bert Husting,1,,D
19010902,1,Mon,PHA,AL,111,CHA,AL,112,0,2,51,D,,,,CHI09,2800,85,0,10001000x,34,6,1,0,0,0,0,-1,0,1,-1,5,2,-1,-1,0,8,1,1,0,0,0,24,15,4,0,1,0,29,5,1,0,0,2,1,-1,0,0,-1,1,1,-1,-1,0,3,1,0,0,0,0,27,9,2,0,0,0,sherj901,Jack Sheridan,,(none),,(none),,(none),,(none),,(none),mackc101,Connie Mack,grifc101,Clark Griffith,pattr101,Roy Patterson,bernb101,Bill Bernhard,,(none),,(none),bernb101,Bill Bernhard,pattr101,Roy Patterson,fultd101,Dave Fultz,8,davih101,Harry Davis,3,lajon101,Nap Lajoie,4,seybs101,Socks Seybold,9,mcinm101,Matty McIntyre,7,ely-b101,Bones Ely,6,steef101,Farmer Steelman,2,dolaj101,Joe Dolan,5,bernb101,Bill Bernhard,1,hoy-d101,Dummy Hoy,8,jonef102,Fielder Jones,9,merts101,Sam Mertes,4,hartf101,Fred Hartman,5,mcfah102,Herm McFarland,7,isbef101,Frank Isbell,3,burkj104,Jimmy Burke,6,sullb102,Billy Sullivan,2,pattr101,Roy Patterson,1,,D
19010902,2,Mon,PHA,AL,112,CHA,AL,113,10,9,54,D,,,,CHI09,9800,120,2000404,200005002,35,11,0,1,0,8,2,-1,1,2,-1,1,1,-1,-1,0,3,2,8,0,0,0,27,20,4,0,1,0,35,12,1,0,0,9,4,-1,2,3,-1,0,1,-1,-1,0,8,2,6,0,1,0,27,18,4,0,0,0,sherj901,Jack Sheridan,,(none),,(none),,(none),,(none),,(none),mackc101,Connie Mack,grifc101,Clark Griffith,frasc101,Chick Fraser,piatw101,Wiley Piatt,,(none),,(none),wilts101,Snake Wiltse,piatw101,Wiley Piatt,fultd101,Dave Fultz,8,davih101,Harry Davis,3,lajon101,Nap Lajoie,4,seybs101,Socks Seybold,9,mcinm101,Matty McIntyre,7,ely-b101,Bones Ely,6,powem102,Doc Powers,2,dolaj101,Joe Dolan,5,wilts101,Snake Wiltse,1,hoy-d101,Dummy Hoy,8,jonef102,Fielder Jones,9,merts101,Sam Mertes,4,hartf101,Fred Hartman,5,mcfah102,Herm McFarland,7,isbef101,Frank Isbell,3,burkj104,Jimmy Burke,6,sullb102,Billy Sullivan,2,piatw101,Wiley Piatt,1,,D
19010902,1,Mon,BOS,AL,111,CLE,AL,110,9,4,54,D,,,,CLE05,0,90,40002102,400000000,38,12,2,0,0,6,2,-1,0,3,-1,-1,3,-1,-1,0,7,1,0,0,0,0,27,15,6,0,1,0,34,3,0,0,0,1,0,-1,0,1,-1,0,0,-1,-1,0,4,1,6,0,1,0,27,13,2,0,1,0,connt901,Tommy Connolly,,(none),,(none),,(none),,(none),,(none),collj103,Jimmy Collins,mcalj102,Jimmy McAleer,wintg101,George Winter,dowlp101,Pete Dowling,,(none),,(none),wintg101,George Winter,dowlp101,Pete Dowling,dowdt101,Tommy Dowd,7,stahc101,Chick Stahl,8,collj103,Jimmy Collins,5,freeb102,Buck Freeman,3,hempc101,Charlie Hemphill,9,paref101,Freddy Parent,6,ferrh101,Hobe Ferris,4,schro101,Osee Schrecongost,2,wintg101,George Winter,1,picko101,Ollie Pickering,8,obrij103,Jack O'Brien,7,becke101,Erve Beck,4,lachc101,Candy LaChance,3,bradb102,Bill Bradley,5,harve101,Zaza Harvey,9,schef101,Frank Scheibeck,6,connj104,Joe Connor,2,dowlp101,Pete Dowling,1,,D
19010902,2,Mon,BOS,AL,112,CLE,AL,111,4,1,54,D,,,,CLE05,2018,86,11001001,1,31,5,2,0,0,4,3,-1,0,2,-1,0,1,-1,-1,0,5,1,0,0,0,0,27,22,1,0,1,0,31,5,0,0,0,0,0,-1,1,0,-1,-1,0,-1,-1,0,4,1,2,0,0,0,27,11,3,0,0,0,connt901,Tommy Connolly,,(none),,(none),,(none),,(none),,(none),collj103,Jimmy Collins,mcalj102,Jimmy McAleer,younc102,Cy Young,bracj102,Jack Bracken,,(none),,(none),younc102,Cy Young,bracj102,Jack Bracken,dowdt101,Tommy Dowd,7,stahc101,Chick Stahl,8,collj103,Jimmy Collins,5,freeb102,Buck Freeman,3,hempc101,Charlie Hemphill,9,paref101,Freddy Parent,6,ferrh101,Hobe Ferris,4,crigl101,Lou Criger,2,younc102,Cy Young,1,picko101,Ollie Pickering,8,obrij103,Jack O'Brien,7,becke101,Erve Beck,4,lachc101,Candy LaChance,3,bradb102,Bill Bradley,5,harve101,Zaza Harvey,9,schef101,Frank Scheibeck,6,livip101,Paddy Livingston,2,bracj102,Jack Bracken,1,,D
